2025-06-19 16:05:48.362359	Avg_MHz	Busy%	Bzy_MHz	C3	C3%	CorWatt	PkgWatt
2025-06-19 16:20:45.098102	885	16.37	5406	1001	81.47	17.08	42.18
2025-06-19 16:20:46.098648	866	16.04	5401	1281	81.51	17.28	42.42
2025-06-19 16:20:47.099700	893	16.52	5406	1188	81.70	18.01	43.31
2025-06-19 16:20:48.100234	846	15.68	5400	1360	82.65	17.07	42.13
2025-06-19 16:20:49.100812	820	15.17	5405	1597	81.96	16.09	41.04
2025-06-19 16:20:50.101648	823	15.24	5400	2027	82.49	16.08	40.93
2025-06-19 16:20:51.102235	916	16.98	5399	1281	79.58	18.27	43.82
2025-06-19 16:20:52.105179	846	15.67	5399	1503	81.79	16.67	41.72
2025-06-19 16:20:53.105811	897	16.59	5411	2937	78.59	17.54	43.15
2025-06-19 16:20:54.110557	834	15.42	5407	1462	82.48	15.91	40.94
2025-06-19 16:20:55.114623	863	15.95	5408	1707	78.95	16.79	41.82
2025-06-19 16:20:56.115176	812	15.07	5391	1440	81.65	15.64	40.64
2025-06-19 16:20:57.116130	831	15.39	5397	1579	82.35	16.00	41.01
2025-06-19 16:20:58.137228	834	15.50	5383	1285	81.59	16.25	41.36
2025-06-19 16:20:59.137859	917	16.95	5412	1814	80.28	17.79	42.89
2025-06-19 16:21:00.139845	959	17.75	5403	991	79.46	19.35	45.12
2025-06-19 16:21:01.140700	828	15.31	5412	1055	82.99	16.04	41.06
2025-06-19 16:21:02.141937	848	15.69	5405	2069	81.21	16.69	41.71
2025-06-19 16:21:03.150351	901	16.75	5382	1824	79.88	17.54	43.00
2025-06-19 16:21:04.151005	878	16.17	5428	1055	80.87	17.29	42.33
2025-06-19 16:21:05.152564	872	16.16	5397	1571	81.94	17.07	42.52
2025-06-19 16:21:06.154474	827	15.32	5401	1182	82.32	16.33	41.35
2025-06-19 16:21:07.155186	821	15.22	5396	1887	82.12	15.79	40.61
2025-06-19 16:21:08.161472	838	15.55	5388	1619	81.66	15.92	40.90
2025-06-19 16:21:09.164040	856	15.81	5417	1668	81.92	16.35	41.24
2025-06-19 16:21:10.166357	857	15.85	5405	1767	81.30	16.36	41.45
2025-06-19 16:21:11.168612	812	15.02	5410	1892	82.88	15.96	40.77
2025-06-19 16:21:12.169158	877	16.20	5416	1129	82.17	17.43	42.54
2025-06-19 16:21:13.172606	850	15.78	5388	1359	82.51	16.71	41.86
2025-06-19 16:21:14.175579	833	15.41	5408	1711	82.82	16.46	41.47
2025-06-19 16:21:15.178587	831	15.40	5397	1406	82.37	15.98	41.07
2025-06-19 16:21:16.182001	864	16.01	5399	1186	81.67	17.00	42.21
2025-06-19 16:21:17.185880	826	15.29	5400	1275	82.64	15.94	41.03
2025-06-19 16:21:18.186451	850	15.74	5404	1440	81.87	16.21	41.21
2025-06-19 16:21:19.190460	786	14.59	5390	1696	82.99	15.20	39.80
2025-06-19 16:21:20.192526	809	14.95	5411	1351	83.22	15.80	40.71
2025-06-19 16:21:21.193144	763	14.14	5396	1936	84.12	14.71	39.47
2025-06-19 16:21:22.194152	830	15.38	5394	1324	82.71	15.96	40.98
2025-06-19 16:21:23.194756	758	14.05	5391	1655	83.75	14.41	39.00
2025-06-19 16:21:24.195281	814	15.06	5402	2078	81.52	15.65	40.80
2025-06-19 16:21:25.198389	717	13.29	5390	1634	84.30	13.94	38.31
2025-06-19 16:21:26.198938	730	13.53	5393	1852	84.12	13.69	38.11
2025-06-19 16:21:27.202583	734	13.63	5386	1383	83.73	14.01	38.58
2025-06-19 16:21:28.206383	849	15.74	5393	1238	81.51	16.33	41.34
2025-06-19 16:21:29.208579	872	16.16	5399	1355	82.35	17.15	42.57
2025-06-19 16:21:30.219256	892	16.52	5397	1105	80.55	17.54	43.01
2025-06-19 16:21:31.222389	886	16.38	5411	1289	81.42	17.29	42.42
2025-06-19 16:21:32.222953	840	15.53	5406	1196	81.91	16.72	41.79
2025-06-19 16:21:33.225962	839	15.54	5403	1063	82.54	16.25	41.15
2025-06-19 16:21:34.227044	844	15.60	5408	1380	82.57	16.29	41.20
2025-06-19 16:21:35.227758	837	15.50	5402	2051	81.69	16.29	41.34
2025-06-19 16:21:36.230352	989	18.36	5385	1345	77.41	19.85	46.02
2025-06-19 16:21:37.231802	958	17.72	5409	1261	79.06	19.54	45.49
2025-06-19 16:21:38.238907	945	17.52	5397	1205	79.42	19.42	45.16
2025-06-19 16:21:39.239548	920	17.05	5393	1032	79.73	18.40	44.36
2025-06-19 16:21:40.240292	962	17.85	5390	1785	77.92	19.71	45.78
2025-06-19 16:21:41.242367	936	17.35	5393	818	80.15	18.21	43.92
2025-06-19 16:21:42.243321	1010	18.67	5410	1380	78.27	20.69	46.72
2025-06-19 16:21:43.243951	991	18.36	5400	1132	77.83	20.18	46.40
2025-06-19 16:21:44.250920	969	17.97	5389	1115	78.61	19.51	45.71
2025-06-19 16:21:45.254252	949	17.58	5397	1296	79.36	19.20	44.95
2025-06-19 16:21:46.254789	946	17.47	5415	1131	80.27	18.56	43.86
2025-06-19 16:21:47.262348	1000	18.59	5382	1314	77.43	19.92	46.65
2025-06-19 16:21:48.262848	968	17.85	5426	1403	80.38	19.60	45.30
2025-06-19 16:21:49.266599	895	16.54	5410	898	82.17	17.91	43.23
2025-06-19 16:21:50.269295	1001	18.54	5397	2756	77.63	20.16	46.30
2025-06-19 16:21:51.274356	921	17.06	5396	1685	80.33	18.57	44.15
2025-06-19 16:21:52.278369	908	16.81	5404	1367	81.80	18.15	43.71
2025-06-19 16:21:53.278969	889	16.45	5408	1275	80.54	17.80	43.14
2025-06-19 16:21:54.287334	914	16.95	5393	1200	81.35	17.83	43.37
2025-06-19 16:21:55.290393	931	17.20	5412	1272	81.03	18.58	44.25
2025-06-19 16:21:56.290916	992	18.32	5416	1049	80.08	19.88	45.68
2025-06-19 16:21:57.297661	941	17.41	5405	1371	79.46	18.64	44.30
2025-06-19 16:21:58.298326	892	16.48	5415	1230	82.00	17.96	43.23
2025-06-19 16:21:59.302085	902	16.70	5405	1445	82.03	17.88	43.26
2025-06-19 16:22:00.310355	954	17.72	5383	1268	80.01	19.06	44.96
2025-06-19 16:22:01.310946	903	16.65	5423	1241	81.79	18.06	43.41
2025-06-19 16:22:02.311464	917	16.96	5406	1249	80.69	18.44	44.14
2025-06-19 16:22:03.312559	900	16.66	5403	1407	81.20	18.05	43.47
2025-06-19 16:22:04.314613	930	17.23	5399	1434	80.31	18.64	44.51
2025-06-19 16:22:05.318161	944	17.52	5389	1238	80.79	18.79	44.77
2025-06-19 16:22:06.318709	863	15.96	5409	1291	81.72	17.10	42.24
2025-06-19 16:22:07.319404	933	17.27	5403	1077	81.49	18.57	44.33
2025-06-19 16:22:08.319935	909	16.82	5401	1084	81.30	18.27	43.90
2025-06-19 16:22:09.320648	899	16.68	5394	1600	80.56	17.49	42.96
2025-06-19 16:22:10.330331	874	16.23	5388	1259	82.17	17.08	42.63
2025-06-19 16:22:11.330952	1018	18.79	5416	1825	78.13	20.47	46.75
2025-06-19 16:22:12.334363	929	17.19	5402	1016	81.37	18.32	43.93
2025-06-19 16:22:13.338376	884	16.37	5398	1457	82.33	17.48	42.96
2025-06-19 16:22:14.338909	909	16.79	5411	1606	81.88	17.90	43.30
2025-06-19 16:22:15.343879	902	16.70	5402	1317	82.21	17.79	43.24
2025-06-19 16:22:16.345640	863	15.98	5400	1818	80.77	17.22	42.58
2025-06-19 16:22:17.346265	902	16.69	5407	1178	82.52	17.86	43.50
2025-06-19 16:22:18.351752	893	16.60	5382	1486	81.23	17.86	43.65
2025-06-19 16:22:19.354579	901	16.63	5420	1369	82.32	18.25	43.87
2025-06-19 16:22:20.355075	927	17.17	5398	1204	81.15	18.68	44.37
2025-06-19 16:22:21.358337	883	16.35	5403	1248	81.82	17.35	42.67
2025-06-19 16:22:22.358907	920	17.00	5409	1419	81.42	18.24	43.79
2025-06-19 16:22:23.360511	856	15.86	5396	1161	82.91	17.11	42.33
2025-06-19 16:22:24.362128	855	15.83	5400	1077	82.18	17.00	42.30
2025-06-19 16:22:25.362678	873	16.18	5396	1289	82.52	17.45	42.76
2025-06-19 16:22:26.363141	879	16.28	5397	1434	81.50	17.23	42.51
2025-06-19 16:22:27.363801	884	16.37	5398	1263	82.22	17.30	42.70
2025-06-19 16:22:28.368868	868	16.11	5389	1362	80.97	16.98	42.31
2025-06-19 16:22:29.369413	894	16.51	5412	1028	81.87	17.70	43.13
2025-06-19 16:22:30.371562	937	17.34	5400	1374	80.52	18.22	43.81
2025-06-19 16:22:31.372929	930	17.19	5407	2348	79.47	18.15	43.92
2025-06-19 16:22:32.375281	914	16.98	5380	1281	80.33	18.13	43.89
2025-06-19 16:22:33.375864	820	15.20	5398	1189	82.36	16.25	41.39
2025-06-19 16:22:34.377092	865	16.03	5397	1480	82.09	17.03	42.30
2025-06-19 16:22:35.386335	891	16.51	5396	1089	82.20	17.71	43.12
2025-06-19 16:22:36.387728	891	16.46	5410	1222	81.89	17.76	43.29
2025-06-19 16:22:37.395038	867	16.12	5379	1449	81.64	16.83	42.20
2025-06-19 16:22:38.395581	899	16.59	5420	1241	82.34	17.95	43.33
2025-06-19 16:22:39.396162	907	16.79	5402	1218	81.48	18.10	43.57
2025-06-19 16:22:40.399204	903	16.75	5389	1317	82.00	17.75	43.22
2025-06-19 16:22:41.402634	910	16.86	5395	1579	80.60	17.88	43.38
2025-06-19 16:22:42.404423	887	16.45	5395	1254	81.62	17.70	43.11
2025-06-19 16:22:43.405811	935	17.30	5405	1170	80.76	18.79	44.41
2025-06-19 16:22:44.406553	928	17.16	5408	1095	81.14	18.40	44.17
2025-06-19 16:22:45.412917	888	16.48	5388	1026	82.16	17.47	42.99
2025-06-19 16:22:46.416348	876	16.22	5402	1302	82.09	17.43	42.87
2025-06-19 16:22:47.422190	848	15.74	5387	1029	82.47	17.02	42.51
2025-06-19 16:22:48.423577	883	16.32	5411	1526	82.46	17.37	42.70
2025-06-19 16:22:49.425316	908	16.81	5403	1321	81.66	17.81	43.30
2025-06-19 16:22:50.434340	893	16.59	5387	1270	81.50	17.42	42.89
2025-06-19 16:22:51.438383	905	16.71	5416	1355	81.92	17.86	43.17
2025-06-19 16:22:52.444025	967	17.86	5413	1682	79.31	18.76	44.70
2025-06-19 16:22:53.444625	878	16.23	5411	1128	82.09	17.50	42.99
2025-06-19 16:22:54.446745	962	17.81	5403	1113	80.62	18.97	44.71
2025-06-19 16:22:55.447350	909	16.83	5403	1016	81.60	17.56	43.07
2025-06-19 16:22:56.454554	877	16.25	5397	1332	81.99	17.15	42.60
2025-06-19 16:22:57.462334	844	15.68	5378	1230	81.35	16.42	41.60
2025-06-19 16:22:58.462875	909	16.72	5433	1373	81.62	18.32	43.60
2025-06-19 16:22:59.470351	867	16.07	5394	1220	82.08	16.90	42.28
2025-06-19 16:23:00.470841	888	16.38	5418	1234	81.92	17.22	42.49
2025-06-19 16:23:01.472902	922	17.09	5396	1279	80.90	18.24	43.93
2025-06-19 16:23:02.478594	868	16.06	5403	1371	81.76	17.03	42.25
2025-06-19 16:23:03.479215	835	15.47	5398	1383	82.31	16.17	41.22
2025-06-19 16:23:04.479755	865	16.01	5404	1493	82.73	17.01	42.32
2025-06-19 16:23:05.486344	894	16.61	5386	1408	81.74	17.50	43.05
2025-06-19 16:23:06.490673	904	16.70	5410	1103	82.43	17.86	43.36
2025-06-19 16:23:07.496599	930	17.23	5401	1230	81.09	18.55	44.28
2025-06-19 16:23:08.498361	898	16.59	5411	1183	81.31	17.72	42.94
2025-06-19 16:23:09.502339	914	16.94	5399	1263	80.77	18.27	43.94
2025-06-19 16:23:10.502828	980	18.10	5413	1193	79.71	19.81	45.61
2025-06-19 16:23:11.510374	899	16.70	5384	1354	80.77	17.61	43.16
2025-06-19 16:23:12.512790	874	16.21	5396	1296	82.16	17.34	42.66
2025-06-19 16:23:13.514509	929	17.17	5413	1100	81.31	18.42	43.99
2025-06-19 16:23:14.515034	951	17.61	5402	1340	81.15	18.82	44.67
2025-06-19 16:23:15.515652	901	16.68	5402	1113	81.52	17.83	43.29
2025-06-19 16:23:16.522338	901	16.72	5390	1644	79.98	17.75	43.18
2025-06-19 16:23:17.522923	886	16.38	5411	1167	82.61	17.39	42.60
2025-06-19 16:23:18.528159	981	18.18	5397	1648	77.61	19.37	45.37
2025-06-19 16:23:19.534360	883	16.37	5389	1498	81.96	17.55	42.92
2025-06-19 16:23:20.535367	951	17.56	5417	1156	80.76	18.96	44.47
2025-06-19 16:23:21.535959	936	17.30	5409	1232	81.05	18.55	44.04
2025-06-19 16:23:22.538617	885	16.39	5398	1328	82.39	17.52	42.85
2025-06-19 16:23:23.540496	936	17.33	5401	1256	81.24	18.37	43.83
2025-06-19 16:23:24.542594	888	16.43	5406	1114	81.46	17.39	42.69
2025-06-19 16:23:25.543140	914	16.89	5410	958	81.56	17.95	43.21
2025-06-19 16:23:26.543678	873	16.18	5396	1500	82.60	17.11	42.39
2025-06-19 16:23:27.544616	920	17.03	5404	1314	80.81	17.97	43.37
2025-06-19 16:23:28.551380	911	16.86	5401	1086	82.05	17.83	43.37
2025-06-19 16:23:29.553919	916	16.98	5394	1476	79.03	18.11	43.72
2025-06-19 16:23:30.556331	879	16.26	5407	977	82.52	17.53	43.08
2025-06-19 16:23:31.558359	853	15.77	5406	996	82.82	16.66	41.81
2025-06-19 16:23:32.566379	913	16.92	5397	1289	81.46	18.01	43.50
2025-06-19 16:23:33.569817	906	16.73	5415	1434	81.20	17.74	43.07
2025-06-19 16:23:34.570340	938	17.35	5406	1351	79.89	18.07	43.44
2025-06-19 16:23:35.570930	926	17.13	5403	1483	80.21	18.18	43.74
2025-06-19 16:23:36.574349	862	15.99	5389	1416	81.88	16.73	42.03
2025-06-19 16:23:37.574926	864	15.95	5416	1085	82.67	16.62	41.66
2025-06-19 16:23:38.582343	925	17.20	5378	1608	80.75	18.34	44.15
2025-06-19 16:23:39.582965	951	17.50	5436	1751	79.85	19.08	44.61
2025-06-19 16:23:40.584603	912	16.86	5406	1322	81.47	17.83	43.48
2025-06-19 16:23:41.586353	890	16.46	5403	1151	82.31	17.39	42.98
2025-06-19 16:23:42.590548	892	16.51	5406	994	82.61	17.51	42.89
2025-06-19 16:23:43.598342	930	17.22	5402	998	80.00	18.65	44.20
2025-06-19 16:23:44.598885	892	16.46	5420	1413	81.65	17.39	42.67
2025-06-19 16:23:45.605138	956	17.73	5392	1173	80.76	18.68	44.32
2025-06-19 16:23:46.606383	898	16.60	5408	1226	81.91	17.88	43.31
2025-06-19 16:23:47.614345	919	17.04	5394	1437	80.98	18.08	43.62
2025-06-19 16:23:48.614861	892	16.49	5408	1165	81.89	17.73	43.30
2025-06-19 16:23:49.615455	921	17.04	5402	983	81.76	18.49	44.08
2025-06-19 16:23:50.618592	900	16.67	5399	1226	81.47	17.57	43.04
2025-06-19 16:23:51.619254	935	17.32	5401	1349	80.99	18.50	44.22
2025-06-19 16:23:52.619738	880	16.26	5411	1232	82.55	17.31	42.42
2025-06-19 16:23:53.622358	922	17.08	5400	1423	81.37	17.93	43.41
2025-06-19 16:23:54.622875	881	16.30	5403	1200	82.11	17.16	42.44
2025-06-19 16:23:55.623482	912	16.86	5407	1157	82.25	17.97	43.40
2025-06-19 16:23:56.628029	918	17.00	5399	1431	81.27	18.19	43.87
2025-06-19 16:23:57.630357	887	16.42	5404	1014	82.36	17.34	42.56
2025-06-19 16:23:58.630882	922	17.05	5408	1025	81.38	18.15	43.55
2025-06-19 16:23:59.631429	962	17.82	5402	1008	80.74	18.66	44.34
2025-06-19 16:24:00.634375	923	17.09	5403	1280	80.77	18.05	43.59
2025-06-19 16:24:01.638625	970	17.94	5405	1142	80.70	19.24	45.09
2025-06-19 16:24:02.642119	901	16.71	5394	1361	81.30	17.63	43.15
2025-06-19 16:24:03.645949	903	16.71	5402	990	82.04	17.75	43.42
2025-06-19 16:24:04.647633	990	18.29	5413	1446	78.51	19.41	45.47
2025-06-19 16:24:05.654329	910	16.87	5397	1082	81.55	18.25	43.59
2025-06-19 16:24:06.658335	1006	18.65	5394	1967	75.71	19.78	45.46
2025-06-19 16:24:07.664713	1108	20.49	5409	2472	73.70	21.27	47.54
2025-06-19 16:24:08.665239	887	16.38	5417	1276	82.34	17.30	42.65
2025-06-19 16:24:09.665825	886	16.39	5409	1181	82.18	17.54	42.99
2025-06-19 16:24:10.670401	958	17.72	5408	1460	80.52	18.94	44.62
2025-06-19 16:24:11.672524	908	16.83	5397	1179	80.20	17.74	43.27
2025-06-19 16:24:12.674723	936	17.34	5401	1102	81.51	18.66	44.38
2025-06-19 16:24:13.678355	885	16.40	5397	1096	82.46	17.29	42.69
2025-06-19 16:24:14.678885	945	17.43	5421	1105	80.85	18.77	44.37
2025-06-19 16:24:15.682151	897	16.60	5402	1480	80.67	17.53	42.88
2025-06-19 16:24:16.690446	969	17.93	5405	1113	79.96	18.96	44.70
2025-06-19 16:24:17.691068	896	16.56	5411	1119	82.37	17.48	42.82
2025-06-19 16:24:18.692424	898	16.61	5405	1264	81.64	17.78	43.24
2025-06-19 16:24:19.694339	938	17.37	5401	1164	80.37	18.62	44.30
2025-06-19 16:24:20.698623	977	18.06	5407	1367	78.59	18.84	44.34
2025-06-19 16:24:21.699230	932	17.27	5400	1302	81.07	18.30	43.94
2025-06-19 16:24:22.702638	951	17.61	5402	1310	80.76	18.83	44.58
2025-06-19 16:24:23.703247	943	17.43	5410	1040	80.24	18.71	44.43
2025-06-19 16:24:24.710392	911	16.86	5401	1201	81.49	17.78	43.24
2025-06-19 16:24:25.711022	908	16.77	5416	1853	80.69	17.42	42.97
2025-06-19 16:24:26.714664	865	16.01	5403	1067	82.67	16.95	42.23
2025-06-19 16:24:27.719560	930	17.24	5391	1246	80.49	18.25	43.81
2025-06-19 16:24:28.722348	896	16.55	5414	1108	82.07	17.39	42.56
2025-06-19 16:24:29.722962	885	16.39	5403	1160	82.29	17.39	42.76
2025-06-19 16:24:30.727215	960	17.80	5392	1199	79.77	19.08	44.74
2025-06-19 16:24:31.734495	922	17.08	5398	1535	81.39	17.98	43.66
2025-06-19 16:24:32.739581	901	16.64	5416	1406	81.35	17.26	42.43
2025-06-19 16:24:33.741799	914	16.93	5399	1440	80.43	17.93	43.36
2025-06-19 16:24:34.750365	923	17.15	5383	1210	80.89	17.78	43.49
2025-06-19 16:24:35.754647	958	17.66	5425	1483	80.73	18.66	44.13
2025-06-19 16:24:36.755187	927	17.16	5402	1207	80.90	18.50	43.97
2025-06-19 16:24:37.757497	862	15.99	5391	1192	81.73	16.67	41.96
2025-06-19 16:24:38.758043	924	17.10	5406	1169	81.41	18.38	44.02
2025-06-19 16:24:39.758656	974	18.03	5402	1139	79.92	19.08	44.85
2025-06-19 16:24:40.762356	923	17.12	5389	1291	81.14	18.29	43.93
2025-06-19 16:24:41.764747	904	16.74	5402	1410	80.58	17.86	43.28
2025-06-19 16:24:42.766386	933	17.24	5414	1189	81.08	17.88	43.31
2025-06-19 16:24:43.766967	989	18.32	5401	1443	80.18	19.71	45.56
2025-06-19 16:24:44.771199	902	16.70	5400	1127	81.72	17.84	43.53
2025-06-19 16:24:45.773690	959	17.79	5393	1348	80.17	19.07	44.79
2025-06-19 16:24:46.774231	953	17.64	5404	1525	79.87	18.63	44.26
2025-06-19 16:24:47.774815	946	17.53	5400	1312	80.44	18.43	44.02
2025-06-19 16:24:48.782037	985	18.24	5400	1042	80.01	19.35	45.31
2025-06-19 16:24:49.785136	954	17.59	5423	1252	80.83	18.89	44.39
2025-06-19 16:24:50.789592	913	16.92	5395	1229	80.12	18.04	43.50
2025-06-19 16:24:51.790206	991	18.27	5424	1781	78.81	19.45	45.53
2025-06-19 16:24:52.801716	966	17.94	5383	1344	80.04	18.72	44.60
2025-06-19 16:24:53.802772	910	16.81	5416	1223	81.53	17.79	43.19
2025-06-19 16:24:54.808324	927	17.19	5391	1162	80.45	18.01	43.43
2025-06-19 16:24:55.808945	958	17.67	5418	1360	80.84	18.80	44.54
2025-06-19 16:24:56.809467	965	17.83	5412	1326	79.46	19.16	44.83
2025-06-19 16:24:57.814755	935	17.33	5397	996	80.77	18.51	44.17
2025-06-19 16:24:58.815294	950	17.54	5417	946	80.96	18.76	44.36
2025-06-19 16:24:59.826350	948	17.62	5383	1266	80.10	18.81	44.58
2025-06-19 16:25:00.826877	945	17.40	5431	1284	80.91	18.66	44.16
2025-06-19 16:25:01.836143	989	18.34	5393	1453	79.55	19.59	45.58
2025-06-19 16:25:02.836668	997	18.47	5401	1403	79.24	19.38	45.25
2025-06-19 16:25:03.837851	949	17.57	5403	1485	81.29	18.70	44.40
2025-06-19 16:25:04.838416	945	17.48	5407	1213	80.89	18.90	44.58
2025-06-19 16:25:05.844028	975	18.06	5395	1002	80.48	19.54	45.45
2025-06-19 16:25:06.849080	941	17.39	5409	1399	80.26	18.78	44.36
2025-06-19 16:25:07.854363	942	17.43	5403	1144	80.86	18.79	44.43
2025-06-19 16:25:08.854876	967	17.83	5420	1103	80.26	19.56	45.20
2025-06-19 16:25:09.858565	961	17.78	5408	1313	79.83	19.07	44.50
2025-06-19 16:25:10.866336	943	17.51	5386	1120	81.00	18.92	44.58
2025-06-19 16:25:11.866925	947	17.50	5413	1186	80.79	18.63	44.08
2025-06-19 16:25:12.870361	986	18.27	5399	1373	79.46	19.13	44.85
2025-06-19 16:25:13.873047	974	18.01	5409	1175	80.44	19.53	45.31
2025-06-19 16:25:14.873565	948	17.54	5402	1122	80.84	18.61	44.29
2025-06-19 16:25:15.878376	901	16.71	5391	1264	81.23	18.01	43.50
2025-06-19 16:25:16.882092	1021	18.90	5402	1483	78.56	20.46	46.81
2025-06-19 16:25:17.883212	976	18.04	5412	1657	78.40	19.74	45.67
2025-06-19 16:25:18.886368	969	17.96	5397	1182	79.67	18.99	44.70
2025-06-19 16:25:19.889241	985	18.21	5409	1561	80.19	18.80	44.60
2025-06-19 16:25:20.889758	928	17.17	5403	1385	81.60	18.21	43.85
2025-06-19 16:25:21.894552	946	17.50	5405	1399	81.25	18.82	44.40
2025-06-19 16:25:22.896622	922	17.11	5389	1246	80.27	18.19	43.88
2025-06-19 16:25:23.899724	954	17.67	5399	1191	80.97	19.19	45.08
2025-06-19 16:25:24.901240	927	17.18	5395	1175	80.95	18.55	44.36
2025-06-19 16:25:25.905242	952	17.62	5403	1162	80.58	18.58	44.51
2025-06-19 16:25:26.906631	1002	18.54	5408	1279	79.59	19.47	45.55
2025-06-19 16:25:27.912457	957	17.74	5396	1272	79.73	18.78	44.55
2025-06-19 16:25:28.912986	909	16.80	5409	1180	81.64	18.00	43.52
2025-06-19 16:25:29.913573	994	18.38	5407	1102	78.69	19.87	45.72
2025-06-19 16:25:30.914816	991	18.34	5407	1202	78.97	19.46	45.57
2025-06-19 16:25:31.922362	956	17.74	5386	1168	79.85	18.70	44.54
2025-06-19 16:25:32.922906	963	17.78	5417	1277	80.44	18.67	44.30
2025-06-19 16:25:33.926632	953	17.62	5406	1390	80.63	18.75	44.46
2025-06-19 16:25:34.927160	955	17.63	5415	1200	80.49	19.19	44.83
2025-06-19 16:25:35.927703	945	17.48	5403	1345	80.61	18.97	44.84
2025-06-19 16:25:36.932958	982	18.19	5399	1112	80.20	18.99	44.70
2025-06-19 16:25:37.936804	1007	18.66	5398	2036	77.68	19.99	46.23
2025-06-19 16:25:38.938570	957	17.68	5413	1076	80.90	19.06	44.92
2025-06-19 16:25:39.940253	950	17.58	5402	1225	80.49	19.01	44.78
2025-06-19 16:25:40.941736	981	18.13	5408	1254	79.63	19.16	44.87
2025-06-19 16:25:41.942317	966	17.89	5400	1077	80.45	19.33	45.32
2025-06-19 16:25:42.946252	928	17.17	5406	1084	81.18	18.60	44.09
2025-06-19 16:25:43.950350	975	18.06	5398	1067	79.93	19.37	45.29
2025-06-19 16:25:44.950888	995	18.41	5405	954	80.01	19.94	45.85
2025-06-19 16:25:45.954269	950	17.61	5396	1087	80.69	18.79	44.61
2025-06-19 16:25:46.958003	967	17.91	5399	1328	79.10	19.34	45.33
2025-06-19 16:25:47.958560	966	17.87	5409	1069	79.37	19.29	45.13
2025-06-19 16:25:48.959066	979	18.14	5395	1142	78.91	19.54	45.50
2025-06-19 16:25:49.962396	959	17.76	5400	1262	79.29	19.18	45.04
2025-06-19 16:25:50.965931	952	17.64	5396	1221	79.44	19.23	45.17
2025-06-19 16:25:51.966488	983	18.16	5412	1082	79.65	19.70	45.50
2025-06-19 16:25:52.972356	940	17.41	5399	1177	80.25	18.80	44.62
2025-06-19 16:25:53.972979	1001	18.54	5401	1169	79.31	20.04	45.89
2025-06-19 16:25:54.973491	966	17.88	5404	1074	79.71	19.39	45.30
2025-06-19 16:25:55.974023	982	18.13	5417	986	80.36	19.79	45.89
2025-06-19 16:25:56.978426	1006	18.65	5396	1194	79.15	20.05	45.96
2025-06-19 16:25:57.982055	982	18.13	5416	956	80.08	19.71	45.48
2025-06-19 16:25:58.986655	1017	18.81	5406	2749	77.35	20.23	46.35
2025-06-19 16:25:59.987202	955	17.68	5403	1113	80.07	19.38	45.26
2025-06-19 16:26:00.989156	1006	18.61	5407	1099	78.94	20.05	46.06
2025-06-19 16:26:01.994374	935	17.34	5394	1186	81.05	18.89	44.64
2025-06-19 16:26:02.998338	958	17.75	5401	1130	81.27	18.87	44.69
2025-06-19 16:26:04.001409	990	18.28	5415	1228	80.07	19.65	45.59
2025-06-19 16:26:05.002573	981	18.13	5412	1128	80.46	19.65	45.51
2025-06-19 16:26:06.010358	928	17.25	5381	1072	80.85	18.59	44.58
2025-06-19 16:26:07.011078	978	18.01	5432	1248	80.11	19.48	45.11
2025-06-19 16:26:08.011652	1008	18.66	5403	1397	79.97	20.09	46.12
2025-06-19 16:26:09.018372	954	17.74	5380	1468	80.95	19.08	45.16
2025-06-19 16:26:10.022415	936	17.31	5405	974	81.77	18.72	44.37
2025-06-19 16:26:11.022977	975	18.03	5410	1348	80.32	19.51	45.41
2025-06-19 16:26:12.023850	985	18.25	5398	1113	80.22	19.56	45.50
2025-06-19 16:26:13.029455	932	17.28	5395	1097	81.33	18.41	44.17
2025-06-19 16:26:14.030370	943	17.47	5395	1337	80.81	18.46	44.15
2025-06-19 16:26:15.030916	953	17.62	5410	1138	81.15	18.83	44.57
2025-06-19 16:26:16.031518	994	18.39	5405	1053	80.77	19.63	45.83
2025-06-19 16:26:17.039803	938	17.44	5381	1282	80.29	18.79	44.52
2025-06-19 16:26:18.040431	981	18.08	5427	1122	80.51	19.15	44.75
2025-06-19 16:26:19.042420	978	18.10	5402	1024	80.18	19.40	45.23
2025-06-19 16:26:20.047234	1040	19.22	5412	2180	76.72	21.07	47.49
2025-06-19 16:26:21.047786	928	17.16	5405	1077	81.29	18.58	44.13
2025-06-19 16:26:22.050262	970	17.94	5406	1320	80.98	18.92	44.69
2025-06-19 16:26:23.054596	965	17.84	5410	980	81.28	18.91	44.57
2025-06-19 16:26:24.058376	993	18.38	5399	1147	80.23	19.62	45.63
2025-06-19 16:26:25.058925	974	18.03	5403	1208	80.11	19.54	45.41
2025-06-19 16:26:26.066383	952	17.69	5380	960	81.06	19.08	45.05
2025-06-19 16:26:27.066910	953	17.58	5421	961	80.67	19.11	44.71
2025-06-19 16:26:28.070576	1019	18.90	5389	1193	79.12	19.99	46.09
2025-06-19 16:26:29.071152	972	18.01	5397	1109	80.81	19.44	45.31
2025-06-19 16:26:30.072395	1037	19.18	5407	1172	79.54	20.74	46.74
2025-06-19 16:26:31.072953	917	16.97	5400	1193	80.76	18.22	43.82
2025-06-19 16:26:32.073547	974	18.03	5400	1188	80.39	19.62	45.62
2025-06-19 16:26:33.074343	943	17.42	5414	1036	81.27	18.87	44.55
