collected,Active,Active(anon),Active(file),AnonHugePages,AnonPages,Bounce,Buffers,Cached,CmaFree,CmaTotal,CommitLimit,Committed_AS,DirectMap1G,DirectMap2M,DirectMap4k,Dirty,HardwareCorrupted,HugePages_Free,HugePages_Rsvd,HugePages_Surp,HugePages_Total,Hugepagesize,Inactive,Inactive(anon),Inactive(file),KernelStack,Mapped,MemAvailable,MemFree,MemTotal,Mlocked,NFS_Unstable,PageTables,SReclaimable,SUnreclaim,Shmem,ShmemHugePages,ShmemPmdMapped,Slab,SwapCached,SwapFree,SwapTotal,Unevictable,VmallocChunk,VmallocTotal,VmallocUsed,Writeback,WritebackTmp,avg_latency,b,bi,bo,buff,cache,cs,free,id,in,max_latency,min_latency,nvme2n1_%rrqm,nvme2n1_%util,nvme2n1_%wrqm,nvme2n1_aqu-sz,nvme2n1_r/s,nvme2n1_rMB/s,nvme2n1_r_await,nvme2n1_rareq-sz,nvme2n1_rrqm/s,nvme2n1_svctm,nvme2n1_w/s,nvme2n1_wMB/s,nvme2n1_w_await,nvme2n1_wareq-sz,nvme2n1_wrqm/s,r,rate,si,so,st,swpd,sy,us,wa
2020-08-28 21:36:26,18737320.0,3825884.0,14911436.0,0.0,71984.0,0.0,225496.0,62691172.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,7644.0,0.0,0.0,0.0,0.0,0.0,2048.0,44241748.0,545088.0,43696660.0,8896.0,4335412.0,59814412.0,427168.0,65945364.0,10332.0,0.0,240224.0,1504476.0,264392.0,4303644.0,0.0,0.0,1768868.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,80.0,0.0,2.284,18.0,101848.0,452184.0,225496.0,64183192.0,192406.0,441152.0,40.0,59392.0,23.644000000000002,0.402,0.0,100.4,0.13,96.24,11150.0,92.27,1.1,8.47,0.0,0.02,40427.0,445.45,2.12,11.28,52.0,0.0,10549.0,0.0,0.0,0.0,151552.0,8.0,11.0,41.0
2020-08-28 21:36:27,18740896.0,3823844.0,14917052.0,0.0,71984.0,0.0,225508.0,62705704.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,4060.0,0.0,0.0,0.0,0.0,0.0,2048.0,44252668.0,547128.0,43705540.0,8896.0,4335412.0,59816532.0,414108.0,65945364.0,10332.0,0.0,240224.0,1505160.0,264448.0,4303644.0,0.0,0.0,1769608.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,16.0,0.0,2.272,17.0,127312.0,337076.0,225508.0,64175728.0,239281.0,449820.0,36.0,44633.0,11.675,0.39,0.0,100.4,0.1,45.02,14962.0,124.25,0.85,8.5,0.0,0.03,19858.0,329.04,1.67,16.97,20.0,6.0,10565.0,0.0,0.0,0.0,151552.0,9.0,14.0,41.0
2020-08-28 21:36:28,18712540.0,3819580.0,14892960.0,0.0,71984.0,0.0,225508.0,62598540.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5216.0,0.0,0.0,0.0,0.0,0.0,2048.0,44173440.0,551392.0,43622048.0,8896.0,4335412.0,59815700.0,522484.0,65945364.0,10332.0,0.0,240224.0,1503536.0,264448.0,4303644.0,0.0,0.0,1767984.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,2.344,22.0,161240.0,273312.0,225508.0,64079916.0,298278.0,543688.0,28.0,36717.0,12.841,0.4,0.0,100.8,0.0,15.77,19059.0,157.88,0.83,8.48,0.0,0.04,6980.0,267.21,0.09,39.2,0.0,1.0,10231.0,0.0,0.0,0.0,151552.0,9.0,17.0,46.0
2020-08-28 21:36:29,18717132.0,3817136.0,14899996.0,0.0,71984.0,0.0,225508.0,62584568.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5796.0,0.0,0.0,0.0,0.0,0.0,2048.0,44154084.0,553836.0,43600248.0,8896.0,4335412.0,59814848.0,536992.0,65945364.0,10332.0,0.0,240224.0,1502940.0,264448.0,4303644.0,0.0,0.0,1767388.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,80.0,0.0,2.656,12.0,152592.0,255344.0,225508.0,64224116.0,282707.0,399104.0,29.0,34553.0,29.618000000000002,0.38299999999999995,0.0,101.6,0.0,15.04,17958.0,148.61,0.83,8.47,0.0,0.04,6358.0,249.51,0.12,40.18,0.0,6.0,9029.0,0.0,0.0,0.0,151552.0,9.0,17.0,45.0
2020-08-28 21:36:30,18730420.0,3815312.0,14915108.0,0.0,71984.0,0.0,225512.0,62590716.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,6848.0,0.0,0.0,0.0,0.0,0.0,2048.0,44148136.0,555660.0,43592476.0,8896.0,4335412.0,59814716.0,530420.0,65945364.0,10332.0,0.0,240224.0,1502040.0,264448.0,4303644.0,0.0,0.0,1766488.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,56.0,0.0,4.914,23.0,155360.0,256200.0,225508.0,64220400.0,286269.0,404188.0,30.0,35165.0,52.757,0.43,0.0,100.0,0.0,14.51,18167.0,151.63,0.81,8.55,0.0,0.04,6071.0,250.32,0.11,42.22,0.0,1.0,4818.0,0.0,0.0,0.0,151552.0,9.0,18.0,43.0
2020-08-28 21:36:31,18764628.0,3815312.0,14949316.0,0.0,71984.0,0.0,225512.0,62698376.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,7568.0,0.0,0.0,0.0,0.0,0.0,2048.0,44221200.0,555660.0,43665540.0,8896.0,4335412.0,59813484.0,421848.0,65945364.0,10332.0,0.0,240224.0,1502108.0,265760.0,4303644.0,0.0,0.0,1767868.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1696.0,0.0,5.846,13.0,87664.0,351328.0,225512.0,64175928.0,167610.0,446620.0,43.0,47185.0,57.138000000000005,0.439,0.0,101.2,0.0,85.5,11093.0,92.65,1.11,8.55,0.0,0.03,26789.0,334.98,2.68,12.8,0.0,0.0,4110.0,0.0,0.0,0.0,151552.0,7.0,10.0,40.0
2020-08-28 21:36:32,18736736.0,3813496.0,14923240.0,0.0,71984.0,0.0,225520.0,62616280.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3088.0,0.0,0.0,0.0,0.0,0.0,2048.0,44164380.0,557476.0,43606904.0,8896.0,4335412.0,59812512.0,506224.0,65945364.0,10332.0,0.0,240224.0,1501472.0,265704.0,4303644.0,0.0,0.0,1767176.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1760.0,0.0,4.293,18.0,63412.0,287108.0,225520.0,64106076.0,124064.0,517952.0,50.0,38007.0,44.68,0.384,0.0,100.8,0.0,125.92,7035.0,58.77,1.4,8.55,0.0,0.03,24349.0,289.18,4.72,12.16,0.0,1.0,5668.0,0.0,0.0,0.0,151552.0,5.0,8.0,37.0
2020-08-28 21:36:33,18768840.0,3813188.0,14955652.0,0.0,71984.0,0.0,225520.0,62701520.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3608.0,0.0,0.0,0.0,0.0,0.0,2048.0,44220428.0,557784.0,43662644.0,8896.0,4335412.0,59814468.0,416168.0,65945364.0,10332.0,0.0,240224.0,1505332.0,265864.0,4303644.0,0.0,0.0,1771196.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2128.0,0.0,3.646,19.0,73464.0,344932.0,225520.0,64200292.0,146338.0,422396.0,46.0,43307.0,32.851,0.423,0.0,100.4,0.0,106.19,9034.0,74.24,1.19,8.42,0.0,0.03,24241.0,313.63,4.03,13.25,0.0,4.0,6578.0,0.0,0.0,0.0,151552.0,6.0,9.0,39.0
2020-08-28 21:36:34,18744732.0,3810508.0,14934224.0,0.0,71984.0,0.0,225520.0,62606968.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3868.0,0.0,0.0,0.0,0.0,0.0,2048.0,44149572.0,560464.0,43589108.0,8896.0,4335412.0,59813240.0,506684.0,65945364.0,10332.0,0.0,240224.0,1508552.0,265768.0,4303644.0,0.0,0.0,1774320.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1388.0,0.0,3.917,10.0,85100.0,417688.0,225520.0,64119624.0,166673.0,503492.0,43.0,53609.0,28.308000000000003,0.43700000000000006,0.0,100.4,0.0,103.0,10120.0,83.29,1.16,8.43,0.0,0.02,34817.0,408.2,2.63,12.01,0.0,2.0,6114.0,0.0,0.0,0.0,151552.0,7.0,9.0,41.0
2020-08-28 21:36:35,18768244.0,3809224.0,14959020.0,0.0,71984.0,0.0,225520.0,62651728.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,4544.0,0.0,0.0,0.0,0.0,0.0,2048.0,44171408.0,561748.0,43609660.0,8896.0,4335412.0,59814688.0,457460.0,65945364.0,10332.0,0.0,240224.0,1513876.0,264424.0,4303644.0,0.0,0.0,1778300.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,8.0,0.0,4.325,18.0,97876.0,419744.0,225520.0,64153044.0,189811.0,470448.0,40.0,55211.0,41.423,0.424,0.0,100.4,0.0,91.58,10861.0,89.63,1.15,8.45,0.0,0.02,38704.0,427.09,2.08,11.3,0.0,6.0,5527.0,0.0,0.0,0.0,151552.0,7.0,11.0,42.0
2020-08-28 21:36:36,18772880.0,3807424.0,14965456.0,0.0,71984.0,0.0,225520.0,62661672.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5052.0,0.0,0.0,0.0,0.0,0.0,2048.0,44176620.0,563548.0,43613072.0,8896.0,4335412.0,59813936.0,441888.0,65945364.0,10332.0,0.0,240224.0,1518848.0,265736.0,4303644.0,0.0,0.0,1784584.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1816.0,0.0,5.603,12.0,87476.0,437400.0,225520.0,64163348.0,168862.0,458504.0,41.0,55841.0,43.507,0.409,0.0,100.4,0.0,91.2,10979.0,91.37,1.19,8.52,0.0,0.02,34779.0,405.7,2.23,11.94,0.0,3.0,4311.0,0.0,0.0,0.0,151552.0,6.0,10.0,43.0
2020-08-28 21:36:37,18745984.0,3805684.0,14940300.0,0.0,71984.0,0.0,225528.0,62588004.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5504.0,0.0,0.0,0.0,0.0,0.0,2048.0,44129724.0,565288.0,43564436.0,8896.0,4335412.0,59815292.0,514692.0,65945364.0,10332.0,0.0,240224.0,1521192.0,264464.0,4303644.0,0.0,0.0,1785656.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,2.754,18.0,67368.0,298336.0,225528.0,64100372.0,132427.0,524032.0,49.0,41536.0,37.336999999999996,0.41,0.0,101.2,0.0,120.12,7257.0,60.41,1.51,8.52,0.0,0.03,29182.0,314.24,3.79,11.03,0.0,3.0,8713.0,0.0,0.0,0.0,151552.0,5.0,7.0,40.0
2020-08-28 21:36:38,18740608.0,3803888.0,14936720.0,0.0,71984.0,0.0,225532.0,62565232.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,1788.0,0.0,0.0,0.0,0.0,0.0,2048.0,44112044.0,567084.0,43544960.0,8896.0,4335412.0,59815144.0,537572.0,65945364.0,10332.0,0.0,240224.0,1521220.0,264648.0,4303644.0,0.0,0.0,1785868.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,32.0,0.0,2.617,15.0,96284.0,256620.0,225532.0,64214244.0,184509.0,410720.0,42.0,35394.0,8.595,0.419,0.0,100.8,0.12,63.65,11273.0,93.24,1.06,8.47,0.0,0.04,14981.0,249.66,3.51,17.07,18.0,9.0,9176.0,0.0,0.0,0.0,151552.0,6.0,11.0,41.0
2020-08-28 21:36:39,18748140.0,3802088.0,14946052.0,0.0,71984.0,0.0,225532.0,62569644.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,2708.0,0.0,0.0,0.0,0.0,0.0,2048.0,44108660.0,568884.0,43539776.0,8896.0,4335412.0,59815192.0,533976.0,65945364.0,10332.0,0.0,240224.0,1520716.0,264648.0,4303644.0,0.0,0.0,1785364.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,64.0,0.0,2.704,18.0,136904.0,224064.0,225532.0,64217720.0,257473.0,406380.0,32.0,30800.0,9.024,0.436,0.0,101.6,0.0,13.87,16175.0,134.74,0.84,8.53,0.0,0.05,4761.0,220.2,0.18,47.36,0.0,0.0,8867.0,0.0,0.0,0.0,151552.0,8.0,15.0,45.0
2020-08-28 21:36:40,18806800.0,3802088.0,15004712.0,0.0,71984.0,0.0,225532.0,62703264.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3376.0,0.0,0.0,0.0,0.0,0.0,2048.0,44183492.0,568884.0,43614608.0,8896.0,4335412.0,59814940.0,400056.0,65945364.0,10332.0,0.0,240224.0,1520892.0,264648.0,4303644.0,0.0,0.0,1785540.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,96.0,0.0,2.721,14.0,131524.0,211632.0,225532.0,64201860.0,245175.0,421880.0,35.0,29811.0,10.710999999999999,0.42200000000000004,0.0,100.8,0.0,13.44,15382.0,128.53,0.87,8.56,0.0,0.05,4303.0,207.23,0.2,49.32,0.0,1.0,8822.0,0.0,0.0,0.0,151552.0,9.0,15.0,42.0
2020-08-28 21:36:41,18810804.0,3800292.0,15010512.0,0.0,71984.0,0.0,225532.0,62700664.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,4508.0,0.0,0.0,0.0,0.0,0.0,2048.0,44177640.0,570680.0,43606960.0,8896.0,4335412.0,59814648.0,402412.0,65945364.0,10332.0,0.0,240224.0,1520092.0,264648.0,4303644.0,0.0,0.0,1784740.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,184.0,0.0,3.61,10.0,130884.0,212344.0,225532.0,64201700.0,247065.0,421136.0,36.0,29569.0,46.464,0.445,0.0,101.6,0.0,13.69,15368.0,127.3,0.88,8.48,0.0,0.05,4181.0,206.22,0.21,50.51,0.0,13.0,6644.0,0.0,0.0,0.0,151552.0,6.0,15.0,42.0
2020-08-28 21:36:42,18806124.0,3798504.0,15007620.0,0.0,71984.0,0.0,225540.0,62664420.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5612.0,0.0,0.0,0.0,0.0,0.0,2048.0,44145128.0,572468.0,43572660.0,8896.0,4335412.0,59814380.0,439800.0,65945364.0,10332.0,0.0,240224.0,1519628.0,264456.0,4303644.0,0.0,0.0,1784084.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,284.0,0.0,6.066,13.0,124904.0,229564.0,225540.0,64178252.0,235751.0,445876.0,37.0,32125.0,47.793,0.44,0.0,100.8,0.0,24.3,14682.0,121.98,0.87,8.51,0.0,0.05,7258.0,222.48,1.7,31.39,0.0,6.0,3951.0,0.0,0.0,0.0,151552.0,8.0,13.0,41.0
2020-08-28 21:36:43,18810316.0,3797384.0,15012932.0,0.0,71984.0,0.0,225540.0,62677544.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5884.0,0.0,0.0,0.0,0.0,0.0,2048.0,44155044.0,573588.0,43581456.0,8896.0,4335412.0,59813972.0,425196.0,65945364.0,10332.0,0.0,240224.0,1519716.0,265672.0,4303644.0,0.0,0.0,1785388.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2112.0,0.0,5.013,5.0,59084.0,308768.0,225540.0,64183612.0,116854.0,439464.0,50.0,42937.0,51.567,0.424,0.0,100.8,0.0,114.4,7701.0,63.95,1.32,8.5,0.0,0.03,26998.0,298.68,3.84,11.33,0.0,0.0,4778.0,0.0,0.0,0.0,151552.0,4.0,7.0,38.0
2020-08-28 21:36:44,18785392.0,3795608.0,14989784.0,0.0,71984.0,0.0,225540.0,62610444.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,6028.0,0.0,0.0,0.0,0.0,0.0,2048.0,44112256.0,575364.0,43536892.0,8896.0,4335412.0,59815484.0,494456.0,65945364.0,10332.0,0.0,240224.0,1519680.0,264488.0,4303644.0,0.0,0.0,1784168.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,6.259,7.0,67516.0,287504.0,225540.0,64119468.0,132679.0,503624.0,49.0,37379.0,63.105,0.43700000000000006,0.0,100.8,0.0,108.38,7903.0,65.92,1.27,8.54,0.0,0.03,21860.0,279.59,4.56,13.1,0.0,9.0,3790.0,0.0,0.0,0.0,151552.0,6.0,8.0,37.0
2020-08-28 21:36:45,18812152.0,3795608.0,15016544.0,0.0,71984.0,0.0,225540.0,62672372.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,6276.0,0.0,0.0,0.0,0.0,0.0,2048.0,44148140.0,575364.0,43572776.0,8896.0,4335412.0,59814072.0,427212.0,65945364.0,10332.0,0.0,240224.0,1522868.0,265640.0,4303644.0,0.0,0.0,1788508.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2024.0,0.0,5.518,8.0,58308.0,288960.0,225540.0,64180776.0,115335.0,442060.0,52.0,38003.0,52.927,0.419,0.0,100.0,0.0,124.98,6852.0,56.99,1.52,8.52,0.0,0.03,23605.0,282.28,4.82,12.25,0.0,1.0,4417.0,0.0,0.0,0.0,151552.0,3.0,6.0,38.0
2020-08-28 21:36:46,18825644.0,3794948.0,15030696.0,0.0,71984.0,0.0,225540.0,62702336.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,6760.0,0.0,0.0,0.0,0.0,0.0,2048.0,44162872.0,576024.0,43586848.0,8896.0,4335412.0,59813812.0,394860.0,65945364.0,10332.0,0.0,240224.0,1526736.0,264264.0,4303644.0,0.0,0.0,1791000.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,0.0,0.0,4.816,14.0,67056.0,276944.0,225540.0,64220408.0,129510.0,403000.0,51.0,36756.0,48.907,0.41600000000000004,0.0,100.8,0.0,116.73,7117.0,59.48,1.34,8.56,0.0,0.03,22023.0,272.16,5.01,12.65,0.0,2.0,4921.0,0.0,0.0,0.0,151552.0,5.0,8.0,37.0
2020-08-28 21:36:47,18771772.0,3791192.0,14980580.0,0.0,71984.0,0.0,225548.0,62541872.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,7248.0,0.0,0.0,0.0,0.0,0.0,2048.0,44057204.0,579780.0,43477424.0,8896.0,4335412.0,59813472.0,550900.0,65945364.0,10332.0,0.0,240224.0,1529896.0,265740.0,4303644.0,0.0,0.0,1795636.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1536.0,0.0,3.218,6.0,62100.0,300592.0,225548.0,64224348.0,123204.0,398160.0,51.0,42087.0,22.413,0.40299999999999997,0.0,101.2,0.0,117.81,7765.0,64.65,1.29,8.53,0.0,0.03,24059.0,278.5,4.45,11.85,0.0,0.0,7520.0,0.0,0.0,0.0,151552.0,5.0,8.0,37.0
2020-08-28 21:36:48,18798112.0,3789924.0,15008188.0,0.0,71984.0,0.0,225548.0,62609368.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,7708.0,0.0,0.0,0.0,0.0,0.0,2048.0,44098944.0,581048.0,43517896.0,8896.0,4335412.0,59814720.0,480616.0,65945364.0,10332.0,0.0,240224.0,1533348.0,264300.0,4303644.0,0.0,0.0,1797648.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,80.0,0.0,3.521,21.0,99020.0,462344.0,225548.0,64152088.0,190276.0,472040.0,40.0,60177.0,22.463,0.386,0.0,100.8,0.0,99.14,11200.0,92.86,1.08,8.49,0.0,0.02,41636.0,459.83,2.08,11.31,0.0,2.0,6846.0,0.0,0.0,0.0,151552.0,7.0,12.0,41.0
2020-08-28 21:36:49,18819640.0,3788812.0,15030828.0,0.0,71984.0,0.0,225548.0,62662620.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,8348.0,0.0,0.0,0.0,0.0,0.0,2048.0,44130596.0,582160.0,43548436.0,8896.0,4335412.0,59813480.0,419968.0,65945364.0,10332.0,0.0,240224.0,1539576.0,265676.0,4303644.0,0.0,0.0,1805252.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1736.0,0.0,2.39,7.0,104192.0,492328.0,225548.0,64182544.0,197459.0,439500.0,36.0,63054.0,10.187000000000001,0.41100000000000003,0.0,100.0,0.0,78.64,12739.0,106.48,1.02,8.56,0.0,0.02,40043.0,461.48,1.66,11.8,0.0,2.0,10034.0,0.0,0.0,0.0,151552.0,8.0,13.0,43.0
2020-08-28 21:36:50,18826252.0,3787048.0,15039204.0,0.0,71984.0,0.0,225552.0,62649440.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,4648.0,0.0,0.0,0.0,0.0,0.0,2048.0,44110276.0,583924.0,43526352.0,8896.0,4335412.0,59815200.0,433896.0,65945364.0,10332.0,0.0,240224.0,1541076.0,264396.0,4303644.0,0.0,0.0,1805472.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,24.0,0.0,2.383,8.0,130412.0,339456.0,225552.0,64164208.0,245824.0,459812.0,34.0,44577.0,11.039000000000001,0.39899999999999997,0.0,100.4,0.05,51.62,14513.0,120.61,0.91,8.51,0.0,0.03,23985.0,358.38,1.65,15.3,11.0,16.0,10074.0,0.0,0.0,0.0,151552.0,8.0,14.0,44.0
2020-08-28 21:36:51,18840056.0,3785284.0,15054772.0,0.0,71984.0,0.0,225552.0,62650756.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,5520.0,0.0,0.0,0.0,0.0,0.0,2048.0,44098132.0,585688.0,43512444.0,8896.0,4335412.0,59815852.0,432904.0,65945364.0,10332.0,0.0,240224.0,1541060.0,264396.0,4303644.0,0.0,0.0,1805456.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,112.0,0.0,2.497,10.0,147944.0,248736.0,225552.0,64165028.0,277096.0,460184.0,30.0,33979.0,12.785,0.41,0.0,101.2,0.0,14.62,17446.0,144.57,0.84,8.49,0.0,0.04,5877.0,242.92,0.12,42.33,0.0,14.0,9620.0,0.0,0.0,0.0,151552.0,9.0,16.0,45.0
2020-08-28 21:36:52,18848804.0,3783520.0,15065284.0,0.0,71984.0,0.0,225560.0,62659636.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,6300.0,0.0,0.0,0.0,0.0,0.0,2048.0,44098056.0,587452.0,43510604.0,8896.0,4335412.0,59815128.0,423480.0,65945364.0,10332.0,0.0,240224.0,1541088.0,264396.0,4303644.0,0.0,0.0,1805484.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,56.0,0.0,2.619,22.0,143140.0,238964.0,225560.0,64165956.0,267753.0,459192.0,31.0,32388.0,8.238,0.386,0.0,102.8,0.0,14.98,16909.0,139.79,0.87,8.47,0.0,0.05,5442.0,234.1,0.15,44.05,0.0,3.0,9161.0,0.0,0.0,0.0,151552.0,8.0,16.0,45.0
2020-08-28 21:36:53,18853176.0,3781460.0,15071716.0,0.0,71984.0,0.0,225560.0,62674304.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,2404.0,0.0,0.0,0.0,0.0,0.0,2048.0,44108764.0,589512.0,43519252.0,8896.0,4335412.0,59815424.0,408788.0,65945364.0,10332.0,0.0,240224.0,1540996.0,264332.0,4303644.0,0.0,0.0,1805328.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,24.0,0.0,6.528,16.0,139320.0,235216.0,225560.0,64190620.0,260978.0,433340.0,32.0,31361.0,47.068000000000005,0.474,0.0,102.0,0.0,15.21,16449.0,137.05,0.92,8.53,0.0,0.05,5263.0,226.22,0.14,44.01,0.0,8.0,3636.0,0.0,0.0,0.0,151552.0,8.0,14.0,47.0
2020-08-28 21:36:54,18859568.0,3780348.0,15079220.0,0.0,71984.0,0.0,225560.0,62680908.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3392.0,0.0,0.0,0.0,0.0,0.0,2048.0,44108556.0,590624.0,43517932.0,8896.0,4335412.0,59813720.0,400900.0,65945364.0,10332.0,0.0,240224.0,1540996.0,265772.0,4303644.0,0.0,0.0,1806768.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1432.0,0.0,5.599,6.0,90336.0,245944.0,225560.0,64210972.0,169296.0,412288.0,44.0,34829.0,53.628,0.456,0.0,101.6,0.0,73.03,10747.0,90.09,1.1,8.58,0.0,0.04,15303.0,240.35,3.86,16.08,0.0,14.0,4333.0,0.0,0.0,0.0,151552.0,6.0,11.0,40.0
2020-08-28 21:36:55,18826656.0,3778292.0,15048364.0,0.0,71984.0,0.0,225560.0,62579692.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3552.0,0.0,0.0,0.0,0.0,0.0,2048.0,44039876.0,592680.0,43447196.0,8896.0,4335412.0,59815256.0,504132.0,65945364.0,10332.0,0.0,240224.0,1540892.0,264012.0,4303644.0,0.0,0.0,1804904.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,244.0,0.0,6.083,17.0,61512.0,262040.0,225560.0,64116072.0,120397.0,508624.0,48.0,36980.0,53.942,0.441,0.0,100.4,0.0,120.58,6972.0,58.16,1.59,8.54,0.0,0.03,22411.0,255.94,4.96,11.69,0.0,1.0,3872.0,0.0,0.0,0.0,151552.0,5.0,7.0,40.0
2020-08-28 21:36:56,18854280.0,3778292.0,15075988.0,0.0,71984.0,0.0,225560.0,62644828.0,0.0,0.0,66527108.0,5358908.0,4194304.0,61423616.0,2453040.0,3760.0,0.0,0.0,0.0,0.0,0.0,2048.0,44078396.0,592680.0,43485716.0,8896.0,4335412.0,59814496.0,437192.0,65945364.0,10332.0,0.0,240224.0,1540928.0,265644.0,4303644.0,0.0,0.0,1806572.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,2088.0,0.0,6.266,10.0,56260.0,283472.0,225560.0,64173080.0,110926.0,449904.0,50.0,36944.0,52.347,0.446,0.0,101.2,0.2,116.31,7455.0,61.72,1.42,8.48,0.0,0.03,21684.0,271.53,4.83,12.82,43.0,0.0,3902.0,0.0,0.0,0.0,151552.0,3.0,7.0,40.0
2020-08-28 21:36:57,18829656.0,3782000.0,15047656.0,0.0,77460.0,0.0,225568.0,62551964.0,0.0,0.0,66527108.0,5371532.0,4194304.0,61423616.0,2453040.0,3936.0,0.0,0.0,0.0,0.0,0.0,2048.0,44014304.0,594432.0,43419872.0,8912.0,4335476.0,59806752.0,523804.0,65945364.0,10332.0,0.0,240644.0,1540748.0,265968.0,4303644.0,0.0,0.0,1806716.0,7052.0,33402876.0,33554428.0,10332.0,0.0,34359738367.0,0.0,1032.0,0.0,5.571,13.0,62448.0,266972.0,225568.0,64084136.0,122436.0,535036.0,50.0,36024.0,54.146,0.39399999999999996,0.0,100.4,0.0,123.3,6507.0,54.01,1.52,8.5,0.0,0.04,22125.0,265.34,5.21,12.28,0.0,10.0,4264.0,0.0,0.0,0.0,151552.0,4.0,7.0,38.0
